f1_micro,f1_macro,accuracy,jaccard_micro,species,n_test,n_train,mcc_Cytoplasm,mcc_Nucleus,mcc_Cell membrane,mcc_Plastid,mcc_Extracellular,mcc_Mitochondrion,mcc_Endoplasmic reticulum,mcc_Golgi apparatus,mcc_Lysosome/Vacuole,mcc_Peroxisome
0.7975304854666769,0.6815508409849705,0.6896354422102338,0.6632438293258499,ARATH,12234,39109,0.6208449903898018,0.8573867013404356,0.7022033015503819,0.8270616237408053,0.9060204430730611,0.6854534276247546,0.641683555276917,0.7315900222631609,0.3252432872682348,0.5119590200665541
0.8937284730195177,0.8090565505779473,0.8280211480362538,0.8078744243367711,GLYMA,13240,38103,0.7694791664123625,0.9260301555219252,0.8401388791555092,0.8918115441677683,0.9415434724334981,0.8128242769433419,0.7731115765018027,0.8638976619896075,0.4933158185903337,0.7922863151952677
0.8854602510460251,0.81012816197572,0.8140857392825896,0.7944626935710933,MEDTR,9144,42199,0.7376005067010267,0.9246298161934107,0.8587897221209257,0.8147052069182766,0.9243443613572768,0.7819921900027073,0.7507888723279235,0.8442756510356885,0.6227399751699103,0.7669569252134945
0.8348936170212766,0.7250639729765671,0.7372456502506636,0.716581446311176,ORYSA,3391,47952,0.6899861966364446,0.8875688840436723,0.7739040607830563,0.833933048185438,0.9146306422178049,0.6930955573423162,0.6547555426485355,0.8090220823477993,0.4290641102841711,0.5169675792730615
0.8986675624230209,0.8198781003122118,0.8324956165984804,0.815982106547377,POPTR,8555,42788,0.768430991328422,0.9312844418641748,0.8628192825400341,0.8819038378258786,0.9411279914672221,0.8370760277028925,0.7595079874920512,0.8586757745374456,0.5326399293546906,0.8054210900825182
0.8957264957264958,0.8250866984380465,0.833437957731743,0.8111455108359134,ZEAMA,4779,46564,0.7269858427321808,0.9220338983050848,0.8757292994058591,0.8672653551694186,0.9712029779897192,0.8162519919338019,0.773103049704144,0.8842607993646168,0.5700019318039321,0.8221895199527242
