f1_micro,f1_macro,accuracy,jaccard_micro,fold,partition,n_test,n_train
0.6110806363137685,0.3921487949988722,0.4632272228320527,0.4399684044233807,0,0,911,3579
0.6631701631701632,0.45102711427771675,0.5064478311840562,0.4960767218831735,1,1,853,3637
0.6366594360086768,0.4088440660031297,0.47078280044101434,0.4669848846459825,2,2,907,3583
0.6505652620760535,0.4083633183359593,0.4898580121703854,0.4821020563594821,3,3,986,3504
0.70375,0.440195862763831,0.5486194477791116,0.5429122468659595,4,4,833,3657
