f1_micro,f1_macro,accuracy,jaccard_micro,fold
0.464327485380117,0.27320452533975564,0.3385255332330295,0.30236100533130233,0
0.4521080965833378,0.26022300653355784,0.32905566864324276,0.29207988980716254,1
0.4573531765082413,0.2601710987960314,0.3351920693928129,0.29647302904564315,2
0.4595857673924588,0.2641085843717407,0.33669676048858205,0.2983520650899814,3
0.4588855181223056,0.26162800230580824,0.33616569304301647,0.29776212184003314,4
