f1_micro,f1_macro,accuracy,jaccard_micro,fold
0.8587752338228448,0.7417991990345023,0.7823315924581747,0.7525031521174813,0
0.8566606185915018,0.7325693689010228,0.7802071346375143,0.7492618836728668,1
0.8619218585005279,0.7397135242334181,0.7846330884305568,0.7573485748218527,2
0.8584311723668538,0.7437428227988572,0.7824201115340356,0.7519749590102847,3
0.8621009964533018,0.7337909269640093,0.7840134548995309,0.7576252319109462,4
