species,compartment,mcc
ARATH,Cytoplasm,0.5646844107283311
ARATH,Nucleus,0.8228371888397248
ARATH,Cell membrane,0.7058899985683577
ARATH,Plastid,0.8215683288967134
ARATH,Extracellular,0.8943066391432618
ARATH,Mitochondrion,0.6354785860613824
ARATH,Endoplasmic reticulum,0.5271510617909639
ARATH,Golgi apparatus,0.6599092472690559
ARATH,Lysosome/Vacuole,0.3154705342247515
ARATH,Peroxisome,0.2868630280423846
GLYMA,Cytoplasm,0.705975253440046
GLYMA,Nucleus,0.8912779379935183
GLYMA,Cell membrane,0.8457910664925665
GLYMA,Plastid,0.8526107132336593
GLYMA,Extracellular,0.9425210469652677
GLYMA,Mitochondrion,0.7274399139964699
GLYMA,Endoplasmic reticulum,0.6548564319488216
GLYMA,Golgi apparatus,0.663734226684331
GLYMA,Lysosome/Vacuole,0.4514373040285517
GLYMA,Peroxisome,0.3329320694070232
MEDTR,Cytoplasm,0.7076207786088723
MEDTR,Nucleus,0.8843926162332071
MEDTR,Cell membrane,0.8309196266403318
MEDTR,Plastid,0.7850830526401499
MEDTR,Extracellular,0.9053803850963297
MEDTR,Mitochondrion,0.7115607234879702
MEDTR,Endoplasmic reticulum,0.6424750026849613
MEDTR,Golgi apparatus,0.6733705273281223
MEDTR,Lysosome/Vacuole,0.5451634383494902
MEDTR,Peroxisome,0.3264399133441036
ORYSA,Cytoplasm,0.6345863121458524
ORYSA,Nucleus,0.8680362043630021
ORYSA,Cell membrane,0.8180854624376629
ORYSA,Plastid,0.8609096346453854
ORYSA,Extracellular,0.9166566403014087
ORYSA,Mitochondrion,0.7397261844112046
ORYSA,Endoplasmic reticulum,0.5719200773954486
ORYSA,Golgi apparatus,0.7945304254024169
ORYSA,Lysosome/Vacuole,0.4215717986538715
ORYSA,Peroxisome,0.3050756644648818
POPTR,Cytoplasm,0.7194184069242259
POPTR,Nucleus,0.880415367708367
POPTR,Cell membrane,0.8573779801127119
POPTR,Plastid,0.8727141151412565
POPTR,Extracellular,0.9363600895304058
POPTR,Mitochondrion,0.798344144043417
POPTR,Endoplasmic reticulum,0.644027857948081
POPTR,Golgi apparatus,0.7336158596592834
POPTR,Lysosome/Vacuole,0.44879303715724467
POPTR,Peroxisome,0.34508391552498185
ZEAMA,Cytoplasm,0.6939110207220764
ZEAMA,Nucleus,0.8528164909681472
ZEAMA,Cell membrane,0.8651624667237997
ZEAMA,Plastid,0.790144096245613
ZEAMA,Extracellular,0.9419663184598934
ZEAMA,Mitochondrion,0.7235706686445055
ZEAMA,Endoplasmic reticulum,0.6280352262699717
ZEAMA,Golgi apparatus,0.7596575321873682
ZEAMA,Lysosome/Vacuole,0.4834541193636425
ZEAMA,Peroxisome,0.2491594731334471
