f1_micro,f1_macro,accuracy,jaccard_micro,fold
0.5462319005814616,0.36512579829044467,0.4059562679331157,0.375735236452043,0
0.5469853647510877,0.3653001189337206,0.4041753240328485,0.376448627206969,1
0.5490284681427926,0.37255962066581205,0.4082319184723459,0.37838679539084397,2
0.5492837166828377,0.36306987364341536,0.4071838511775183,0.378629317806279,3
0.5537433457922755,0.3806968944086928,0.4071838511775183,0.3828804135014488,4
