species,compartment,mcc
ARATH,Cytoplasm,0.588889681764204
ARATH,Nucleus,0.8447732599785495
ARATH,Cell membrane,0.7022068194423562
ARATH,Plastid,0.8320328763878193
ARATH,Extracellular,0.903248335270016
ARATH,Mitochondrion,0.654040610322878
ARATH,Endoplasmic reticulum,0.5941024906731792
ARATH,Golgi apparatus,0.7087328176085887
ARATH,Lysosome/Vacuole,0.37874373578781606
ARATH,Peroxisome,0.37901189424590037
GLYMA,Cytoplasm,0.7454836256797184
GLYMA,Nucleus,0.9108401703119984
GLYMA,Cell membrane,0.8482393301743262
GLYMA,Plastid,0.8754853762160599
GLYMA,Extracellular,0.9377621032991597
GLYMA,Mitochondrion,0.8019862683704596
GLYMA,Endoplasmic reticulum,0.7016152356830498
GLYMA,Golgi apparatus,0.8194220631263632
GLYMA,Lysosome/Vacuole,0.46936824323084236
GLYMA,Peroxisome,0.5759107651575395
MEDTR,Cytoplasm,0.7394678335008863
MEDTR,Nucleus,0.9074966159782336
MEDTR,Cell membrane,0.8541819909593474
MEDTR,Plastid,0.8337107758149577
MEDTR,Extracellular,0.9157950710681686
MEDTR,Mitochondrion,0.7506306498789628
MEDTR,Endoplasmic reticulum,0.7194502522315314
MEDTR,Golgi apparatus,0.7932826620957729
MEDTR,Lysosome/Vacuole,0.5910817116320431
MEDTR,Peroxisome,0.5439335085481053
ORYSA,Cytoplasm,0.6715604272179049
ORYSA,Nucleus,0.8767764773167658
ORYSA,Cell membrane,0.8209598520340989
ORYSA,Plastid,0.8572266647212332
ORYSA,Extracellular,0.9179955457405093
ORYSA,Mitochondrion,0.7249391791119847
ORYSA,Endoplasmic reticulum,0.5962837999525934
ORYSA,Golgi apparatus,0.8487923022149522
ORYSA,Lysosome/Vacuole,0.40016042426895737
ORYSA,Peroxisome,0.46957405481594416
POPTR,Cytoplasm,0.7511949841351524
POPTR,Nucleus,0.9155693787023166
POPTR,Cell membrane,0.86790092574417
POPTR,Plastid,0.8880564295654022
POPTR,Extracellular,0.9330247207477277
POPTR,Mitochondrion,0.8301841268563638
POPTR,Endoplasmic reticulum,0.7065482112840675
POPTR,Golgi apparatus,0.8188190657029161
POPTR,Lysosome/Vacuole,0.5042343213415557
POPTR,Peroxisome,0.5399355546593313
ZEAMA,Cytoplasm,0.6857075988535322
ZEAMA,Nucleus,0.8806336920821802
ZEAMA,Cell membrane,0.8558820141970623
ZEAMA,Plastid,0.8356711466586478
ZEAMA,Extracellular,0.9453479135636628
ZEAMA,Mitochondrion,0.7806568310007846
ZEAMA,Endoplasmic reticulum,0.6814157582207794
ZEAMA,Golgi apparatus,0.8058963161051997
ZEAMA,Lysosome/Vacuole,0.4617034693455915
ZEAMA,Peroxisome,0.4993628962978793
