f1_micro,f1_macro,accuracy,jaccard_micro,fold
0.8590762984266621,0.7333485337889509,0.782774187837479,0.7529655990510083,0
0.8543516873889876,0.73592046774556,0.7779941577409932,0.7457364341085271,1
0.859806775513648,0.7337085032817059,0.7810923253961228,0.754088655368904,2
0.8591603215789697,0.7159946744581843,0.7825086306098964,0.7530947054436987,3
0.860623493084049,0.7362669115652878,0.7819775161547313,0.7553460053460054,4
