f1_micro,f1_macro,accuracy,jaccard_micro,fold
0.879243897962929,0.8037262423597694,0.8064076346284935,0.7845095791714426,0
0.8864711013175413,0.8184057325532257,0.816145681176356,0.7960916886543535,1
0.8817499542375984,0.8097648573159532,0.8095238095238095,0.7885087575707972,2
0.8784497405519585,0.8009227006618993,0.8031749123490456,0.7832459875532264,3
0.8810540329614838,0.8007999780495888,0.8092130892091937,0.7873964060064003,4
