species,compartment,mcc
ARATH,Cytoplasm,-0.02483278286209568
ARATH,Nucleus,0.28360060314584945
ARATH,Cell membrane,0.026297238565216
ARATH,Plastid,0.377772638798851
ARATH,Extracellular,0.08487807800878819
ARATH,Mitochondrion,-0.0011997918187052728
ARATH,Endoplasmic reticulum,0.012109616052856915
ARATH,Golgi apparatus,0.08413099607234059
ARATH,Lysosome/Vacuole,-0.0014570616474641638
ARATH,Peroxisome,0.0
GLYMA,Cytoplasm,-0.007001843043221997
GLYMA,Nucleus,0.09747178636369933
GLYMA,Cell membrane,0.006252591165378378
GLYMA,Plastid,0.2673524863002155
GLYMA,Extracellular,0.08920596717996829
GLYMA,Mitochondrion,-0.02017187932853467
GLYMA,Endoplasmic reticulum,-0.001752463086984474
GLYMA,Golgi apparatus,0.007283287690831066
GLYMA,Lysosome/Vacuole,0.0
GLYMA,Peroxisome,0.0
MEDTR,Cytoplasm,0.041568709917743744
MEDTR,Nucleus,0.20136860663967251
MEDTR,Cell membrane,0.028454528590476744
MEDTR,Plastid,0.10174849907691748
MEDTR,Extracellular,0.08092153870766036
MEDTR,Mitochondrion,-0.02351586900831518
MEDTR,Endoplasmic reticulum,0.008517674736079528
MEDTR,Golgi apparatus,-0.018670540878237205
MEDTR,Lysosome/Vacuole,0.0
MEDTR,Peroxisome,0.0
ORYSA,Cytoplasm,0.10643458958483505
ORYSA,Nucleus,0.024811762542288594
ORYSA,Cell membrane,0.029118375283333532
ORYSA,Plastid,0.3484643926181422
ORYSA,Extracellular,-0.010450751672442922
ORYSA,Mitochondrion,0.07875502835306152
ORYSA,Endoplasmic reticulum,0.0
ORYSA,Golgi apparatus,-0.017989905235477752
ORYSA,Lysosome/Vacuole,0.0
ORYSA,Peroxisome,0.0
POPTR,Cytoplasm,-0.034516362349593155
POPTR,Nucleus,-0.03249997465440802
POPTR,Cell membrane,0.01193609701690371
POPTR,Plastid,0.09191859488502942
POPTR,Extracellular,0.09596367525317614
POPTR,Mitochondrion,0.03726967493198242
POPTR,Endoplasmic reticulum,-0.014622562153535556
POPTR,Golgi apparatus,0.0
POPTR,Lysosome/Vacuole,0.0
POPTR,Peroxisome,0.0
ZEAMA,Cytoplasm,0.08327570519469718
ZEAMA,Nucleus,0.18383158500783903
ZEAMA,Cell membrane,0.02107438619204352
ZEAMA,Plastid,0.09748217211786837
ZEAMA,Extracellular,0.06942922447617447
ZEAMA,Mitochondrion,0.029613531697229276
ZEAMA,Endoplasmic reticulum,-0.0069043426294543575
ZEAMA,Golgi apparatus,-0.0072720870943846425
ZEAMA,Lysosome/Vacuole,0.0
ZEAMA,Peroxisome,0.0
