f1_micro,f1_macro,accuracy,jaccard_micro,fold
0.444636678200692,0.24565549616700602,0.3222409062748916,0.28587319243604004,0
0.44602686518854184,0.24499488297433994,0.325338525533233,0.2870235367631743,1
0.4438293715402149,0.24943681171326326,0.321738360771818,0.2852061100648671,2
0.4523090202848511,0.2514848658853521,0.32802265887767745,0.29224762967094253,3
0.4460431654676259,0.249121079325068,0.32519029916799436,0.28703703703703703,4
