f1_micro,f1_macro,accuracy,jaccard_micro,fold,partition,n_test,n_train
0.4428822495606327,0.26265540288198913,0.283205268935236,0.28442437923250563,0,0,911,3579
0.44803098773402195,0.2725261582990672,0.2954279015240328,0.28868552412645593,1,1,853,3637
0.42987249544626593,0.2595751220928953,0.28776185226019846,0.2737819025522042,2,2,907,3583
0.44631815626756605,0.2580108107077176,0.29918864097363085,0.28726483357452964,3,3,986,3504
0.4785276073619632,0.2882759085277023,0.32653061224489793,0.31451612903225806,4,4,833,3657
